supermarket,prices_(£),prices_unit_(£),unit,names,date,category,own_brand
Morrisons,1.79,4.8,kg,Grace Jamaican Style Jerk Bbq Sauce,20240412,food_cupboard,False
Morrisons,6.15,1.23,kg,Island Sun Long Grain Rice,20240412,food_cupboard,False
Morrisons,2.75,5.5,kg,Jahan Peri Peri Chicken Strips,20240412,food_cupboard,False
Morrisons,0.85,8.5,kg,Kubus Banana & Apple Mousse,20240412,food_cupboard,False
Morrisons,2.49,8.9,kg,Maggi 2-Minute Noodles Masala,20240412,food_cupboard,False
Morrisons,2.0,2.5,kg,Sunrise Bakery Caribbean Hardo Bread,20240412,food_cupboard,False
Morrisons,2.15,2.15,l,Baldwins Original Sarsaparilla,20240412,food_cupboard,False
Morrisons,3.35,3.35,kg,Dunareu Delicatete Hot Dogs,20240412,food_cupboard,False
Morrisons,7.99,1.6,kg,Elephant Atta Chakki Gold,20240412,food_cupboard,False
Morrisons,1.99,8.0,kg,Indus Green Raisins,20240412,food_cupboard,False
Morrisons,2.19,14.6,kg,Lays Barbecue Crisps,20240412,food_cupboard,False
Morrisons,2.19,3.4,l,Melis Pickled Jalapeno Pepper Slices,20240412,food_cupboard,False
Morrisons,2.49,12.5,kg,Riya's Karak Chai,20240412,food_cupboard,False
Morrisons,2.95,14.8,kg,Sokolow Krakowska Slices,20240412,food_cupboard,False
Morrisons,2.4,3.3,l,Squid Brand Fish Sauce,20240412,food_cupboard,False
Morrisons,1.9,23.8,kg,Tahira Beef Salami,20240412,food_cupboard,False
Morrisons,1.35,5.19,kg,Tahira Garlic & Herbs Chicken Grills,20240412,food_cupboard,False
Morrisons,1.0,3.3,l,Tropical Vibes Lemonades Paradise Punch,20240412,food_cupboard,False
Morrisons,1.99,4.0,kg,Ashoka Mango Pickle,20240412,food_cupboard,False
Morrisons,1.0,4.6,kg,Bebeto Strawberry Trunks,20240412,food_cupboard,False
Morrisons,1.09,0.22,unit,Dina Paninette White Bread Wraps,20240412,food_cupboard,False
Morrisons,2.49,10.0,kg,Indus Black Pepper Whole,20240412,food_cupboard,False
Morrisons,1.75,4.1,kg,Indus Chilli Sauce,20240412,food_cupboard,False
Morrisons,3.99,2.0,kg,Laila Chana Dal,20240412,food_cupboard,False
Morrisons,2.3,15.3,kg,Lays Mushroom and Sour Cream,20240412,food_cupboard,False
Morrisons,2.35,13.1,kg,Yutaka Panko,20240412,food_cupboard,False
Morrisons,1.69,6.04,kg,Ashoka Bombay Biryani,20240412,food_cupboard,False
Morrisons,1.0,6.7,kg,Bebeto Big Fizzy Mix,20240412,food_cupboard,False
Morrisons,2.0,12.7,kg,Nem Viet Pho Kit Sleeve,20240412,food_cupboard,False
Morrisons,1.0,11.1,kg,One Love Vegan Caribbea…,20240412,food_cupboard,False
Morrisons,4.99,11.09,kg,Shazans Small Chicken Breast Fillet,20240412,food_cupboard,False
Morrisons,3.29,5.5,kg,Sokolow Bukowe Sausages,20240412,food_cupboard,False
Morrisons,1.29,8.8,kg,Wedel Raspberry Supreme Jaffa Cakes,20240412,food_cupboard,False
Morrisons,3.2,11.9,kg,Akira Chicken Shitake Mushroom Bao Buns,20240412,food_cupboard,False
Morrisons,1.39,6.9,kg,Kohinoor Kenyan Chevdo,20240412,food_cupboard,False
Morrisons,1.39,18.5,kg,Nong Shim Shrimp Flavoured Cracker,20240412,food_cupboard,False
Morrisons,1.5,4.6,l,Pakeeza Mango Lassi,20240412,food_cupboard,False
Morrisons,1.35,5.19,kg,Tahira Peri Peri Chicken Grills,20240412,food_cupboard,False
Morrisons,2.0,2.7,l,White Pearl Red Grape Non-Alcohol…,20240412,food_cupboard,False
Morrisons,1.99,7.1,kg,Ashoka Dal Tadka,20240412,food_cupboard,False
Morrisons,3.99,20.0,kg,Fudco Roasted & Salted Jumbo Pistachios,20240412,food_cupboard,False
Morrisons,1.0,20.0,kg,Indus Chicken Tikka Spice,20240412,food_cupboard,False
Morrisons,2.75,5.5,kg,Jahan Breaded Chicken Strips,20240412,food_cupboard,False
Morrisons,2.29,7.5,kg,Maggi Authentic Malaysian Chi…,20240412,food_cupboard,False
Morrisons,2.29,7.2,kg,Maggi Chilli Extra Hot Sauce,20240412,food_cupboard,False
Morrisons,2.0,26.7,kg,Grace Sweet Potato Exotic Chips,20240412,food_cupboard,False
Morrisons,1.25,25.0,kg,Greenfields Za'Atar,20240412,food_cupboard,False
Morrisons,1.5,1.5,kg,Lubella Poznanska Flour,20240412,food_cupboard,False
Morrisons,1.79,21.31,kg,Telma Kneidl Matzo Ball Mix,20240412,food_cupboard,False
Morrisons,1.0,4.6,kg,Bebeto Fizzy Blue Raspberry Laces,20240412,food_cupboard,False
Morrisons,1.49,3.0,kg,Cypressa White Kidney Beans,20240412,food_cupboard,False
Morrisons,1.29,3.9,kg,Graal Salmon Fish Spread,20240412,food_cupboard,False
Morrisons,1.99,13.3,kg,Indus Whole Cloves,20240412,food_cupboard,False
Morrisons,3.99,7.4,kg,Juici Patties Stew Peas Patties,20240412,food_cupboard,False
Morrisons,1.19,2.4,l,Krasnystaw Zsiadle Mleko,20240412,food_cupboard,False
Morrisons,1.79,10.5,kg,Mackerel Fillets in Tomato Sauce,20240412,food_cupboard,False
Morrisons,1.89,15.8,kg,Przysnacki Prazynki O Smaku Bekon,20240412,food_cupboard,False
Morrisons,2.99,1.5,l,Regal Siprus Finest Pink Guava,20240412,food_cupboard,False
Morrisons,2.99,10.7,kg,Sokolow Cottage Sausage,20240412,food_cupboard,False
Morrisons,2.0,2.7,l,White Pearl Grape & Peach Non-A…,20240412,food_cupboard,False
Morrisons,1.75,6.2,kg,Ashoka Punjabi Choley,20240412,food_cupboard,False
Morrisons,1.0,4.6,kg,Bebeto Assorted Fruit Twists,20240412,food_cupboard,False
Morrisons,1.0,4.6,kg,Bebeto Fizzy Strawberry Pencils,20240412,food_cupboard,False
Morrisons,1.59,15.9,kg,Evim Sliced Beef Salami With Turkey Meat,20240412,food_cupboard,False
Morrisons,2.25,12.5,kg,Greenfields Falafel Mix,20240412,food_cupboard,False
Morrisons,1.6,10.7,kg,Indus Gajar Halwa 150G,20240412,food_cupboard,False
Morrisons,4.99,25.0,kg,Indus Pistachios Kernals,20240412,food_cupboard,False
Morrisons,10.99,3.66,l,Ktc Blended Olive Pomace Oil,20240412,food_cupboard,False
Morrisons,1.35,2.4,kg,Kvuzat Yavne Cucumbers In Brine,20240412,food_cupboard,False
Morrisons,2.75,13.75,kg,Mlekovita Butter,20240412,food_cupboard,False
Morrisons,1.79,7.2,kg,Osem Vanilla Wafer,20240412,food_cupboard,False
Morrisons,4.49,11.2,kg,Sokolow Boczek,20240412,food_cupboard,False
Morrisons,1.99,9.9,kg,Indus Crushed Red Chilli,20240412,food_cupboard,False
Morrisons,1.35,3.9,kg,Krasnystaw Jogus Drinking Yoghurt Blueberry,20240412,food_cupboard,False
Morrisons,0.85,11.3,kg,Samai Garlic Plantain Chips,20240412,food_cupboard,False
Morrisons,1.89,0.38,unit,Shana Chilli Paratha,20240412,food_cupboard,False
Morrisons,3.49,7.0,kg,Ashoka Mini Potato Schezwan Samosa,20240412,food_cupboard,False
Morrisons,1.0,6.7,kg,Bebeto Big Mix,20240412,food_cupboard,False
Morrisons,1.45,7.2,kg,Gama Roasted Maize,20240412,food_cupboard,False
Morrisons,1.05,21.0,kg,Hello Panda Chocolate Biscuits,20240412,food_cupboard,False
Morrisons,1.99,5.3,kg,Kohinoor Korma Sauce,20240412,food_cupboard,False
Morrisons,2.49,6.2,kg,Osem Mini Croutons,20240412,food_cupboard,False
Morrisons,2.35,0.13,unit,Regal Soonfi Cake Rusk,20240412,food_cupboard,False
Morrisons,0.99,7.1,kg,The Original Patty Company Ve…,20240412,food_cupboard,False
Morrisons,11.99,2.4,kg,Aashirvaad Multigrain Atta,20240412,food_cupboard,False
Morrisons,1.25,4.2,kg,Cofresh Sweet Saker Para Snacks,20240412,food_cupboard,False
Morrisons,2.19,3.37,kg,Elit Chicken Hotdogs,20240412,food_cupboard,False
Morrisons,1.65,25.0,kg,Gefen Chicken Noodle Soup,20240412,food_cupboard,False
Morrisons,1.25,42.0,kg,Greenfields Bay Leaves,20240412,food_cupboard,False
Morrisons,1.99,6.6,kg,Indus Garam Masala,20240412,food_cupboard,False
Morrisons,5.0,15.6,kg,Krakus Krakowska,20240412,food_cupboard,False
Morrisons,2.0,8.0,l,KTC 100% Pure Castor Oil,20240412,food_cupboard,False
Morrisons,1.65,9.2,l,Melis Pickled Garlic,20240412,food_cupboard,False
Morrisons,1.59,6.4,kg,Morliny Berlinki,20240412,food_cupboard,False
Morrisons,3.29,8.2,kg,Osem Chicken Flavour Soup & Seasoning Mix,20240412,food_cupboard,False
Morrisons,3.25,11.0,kg,Prymat Fried Onions,20240412,food_cupboard,False
Morrisons,1.5,6.7,kg,Sweetzone Tropical Blast,20240412,food_cupboard,False
Morrisons,1.65,5.89,kg,Ashoka Bombay Pav Bhaji,20240412,food_cupboard,False
Morrisons,4.5,30.0,l,Ayumi Pure Almond Oil,20240412,food_cupboard,False
Morrisons,1.75,3.89,kg,Ball Dumplings With Meat,20240412,food_cupboard,False
Morrisons,2.49,10.0,kg,Indus Kashmir Bassar,20240412,food_cupboard,False
Morrisons,3.15,105.0,kg,Merchant Gourmet Mixed Mushrooms Simply Dried,20240412,food_cupboard,False
Morrisons,2.49,0.25,unit,Regal Sliced Coconut Cake,20240412,food_cupboard,False
Morrisons,2.75,29.9,kg,S&B Golden Curry Sauce Mix,20240412,food_cupboard,False
Morrisons,1.79,5.42,kg,Tahira Chicken Frankfurters Hot & Spicy,20240412,food_cupboard,False
Morrisons,3.29,2.19,kg,Africa's Finest Gari,20240412,food_cupboard,False
Morrisons,1.49,15.0,kg,Africa's Finest Jollof Seasoning,20240412,food_cupboard,False
Morrisons,4.5,30.0,l,Ayumi Pure Glycerine,20240412,food_cupboard,False
Morrisons,1.19,11.9,kg,Drobimex Chicken Slices,20240412,food_cupboard,False
Morrisons,3.5,17.5,kg,Nem Viet Vietnamese Spring Roll Kit,20240412,food_cupboard,False
Morrisons,1.39,0.0,unit,Regal Hot Bombay Mix,20240412,food_cupboard,False
Morrisons,3.69,12.3,kg,Tivall Vegetarian Meatballs,20240412,food_cupboard,False
Morrisons,1.39,9.8,kg,Encona Peri Peri Sauce,20240412,food_cupboard,False
Morrisons,2.0,26.7,kg,Grace Cassava Exotic Chips,20240412,food_cupboard,False
Morrisons,1.99,6.6,kg,Indus Ground Coriander,20240412,food_cupboard,False
Morrisons,1.99,6.6,kg,Indus Paprika Powder,20240412,food_cupboard,False
Morrisons,1.29,5.4,l,Miracle Peanut Punch Flavoured Milk Drink,20240412,food_cupboard,False
Morrisons,1.59,6.4,kg,Morliny Berlinki Bacon Hotdogs,20240412,food_cupboard,False
Morrisons,3.49,14.0,kg,Royal Gajar Halwa,20240412,food_cupboard,False
Morrisons,1.49,6.6,kg,Sweetzone Mega Stix,20240412,food_cupboard,False
Morrisons,1.99,2.0,l,Tropical Vibes Mango Carrot,20240412,food_cupboard,False
Morrisons,3.0,16.67,kg,China Town Dim Sum Mix,20240412,food_cupboard,False
Morrisons,1.05,21.0,kg,Hello Panda Strawberry Biscuits,20240412,food_cupboard,False
Morrisons,1.99,6.6,kg,Indus Chilli Powder,20240412,food_cupboard,False
Morrisons,1.99,6.6,kg,Indus Hot Madras Curry Powder,20240412,food_cupboard,False
Morrisons,5.75,14.4,kg,Milo Ghana Tin,20240412,food_cupboard,False
Morrisons,4.25,8.5,kg,Mlekovita Emmentaler,20240412,food_cupboard,False
Morrisons,2.7,9.0,kg,Najma Breaded Chicken Nuggets,20240412,food_cupboard,False
Morrisons,0.99,11.0,kg,One Love Vegan Pineapple And Coconut Cake Slice,20240412,food_cupboard,False
Morrisons,1.49,6.0,kg,Osem Petit Beurre Classic Biscuit,20240412,food_cupboard,False
Morrisons,1.35,32.1,kg,Reese's Sticks Wafer Bar,20240412,food_cupboard,False
Morrisons,1.0,22.7,kg,Telma Vegetable Cup Of Soup,20240412,food_cupboard,False
Morrisons,2.99,4.98,kg,Dunareu Delicatete Bukowe Sausages,20240412,food_cupboard,False
Morrisons,1.25,19.0,kg,Greenfields Hibiscus Flower,20240412,food_cupboard,False
Morrisons,7.0,70.0,l,Hesh Pure Virgin Blackseed Oil,20240412,food_cupboard,False
Morrisons,1.0,20.0,kg,Indus Fish Masala,20240412,food_cupboard,False
Morrisons,1.39,6.9,kg,Kohinoor Khatta Meetha,20240412,food_cupboard,False
Morrisons,0.99,11.0,kg,One Love Vegan Spicy Ginger Cake Slice,20240412,food_cupboard,False
Morrisons,1.89,12.6,kg,Przysnacki Green Onion Snacks,20240412,food_cupboard,False
Morrisons,1.49,7.4,kg,Sweetzone Fizzy Mix,20240412,food_cupboard,False
Morrisons,1.49,7.4,kg,Sweetzone Party Mix,20240412,food_cupboard,False
Morrisons,1.49,7.4,kg,Sweetzone Tangy Mix,20240412,food_cupboard,False
Morrisons,2.19,5.5,kg,Virtu Pasta With Sauerkraut And Mushroom,20240412,food_cupboard,False
Morrisons,2.99,9.5,kg,Ashoka Baked Dabeli Pav With Sev,20240412,food_cupboard,False
Morrisons,4.0,5.3,kg,Bebeto Pick & Mix Party Pack,20240412,food_cupboard,False
Morrisons,6.0,15.0,l,Cantu Shea Butter Clean…,20240412,food_cupboard,False
Morrisons,1.99,6.6,kg,Daria Unsalted,20240412,food_cupboard,False
Morrisons,2.19,5.5,kg,Greenfields Freekeh,20240412,food_cupboard,False
Morrisons,4.19,8.4,l,Grycan Pistachio Ice Cream,20240412,food_cupboard,False
Morrisons,2.69,6.0,kg,Hortex Gyros Ready Meal,20240412,food_cupboard,False
Morrisons,1.25,12.5,kg,Indus Asafoetida,20240412,food_cupboard,False
Morrisons,1.19,1.49,kg,KTC Plum Tomatoes,20240412,food_cupboard,False
Morrisons,0.99,5.8,kg,Moryn Horseradish,20240412,food_cupboard,False
Morrisons,6.29,25.2,l,Palmer's Coconut Oil Formul…,20240412,food_cupboard,False
Morrisons,1.99,4.0,kg,Pamapol Golabki Stuffed Cabbage in Tomato Sauce,20240412,food_cupboard,False
Morrisons,2.39,26.6,kg,Tarczynski Chicken Kabanos,20240412,food_cupboard,False
Morrisons,1.0,20.8,kg,Telma Chicken Flavour Wit…,20240412,food_cupboard,False
Morrisons,0.69,18.0,kg,Wawel Cream Fudge,20240412,food_cupboard,False
Morrisons,2.0,10.5,kg,Yeo's Nasi Goreng Paste,20240412,food_cupboard,False
Morrisons,1.0,16.7,kg,Cofresh Chilli & Lime Corn Crackers,20240412,food_cupboard,False
Morrisons,8.25,0.82,kg,Elephant Atta Wholemeal Chapatti Flour,20240412,food_cupboard,False
Morrisons,1.25,31.3,kg,Rajah Whole Red Chillis,20240412,food_cupboard,False
Morrisons,2.99,1.5,l,Regal Siprus Finest Mixed Fruit,20240412,food_cupboard,False
Morrisons,1.49,8.8,kg,Shayona Phooli Ganthia,20240412,food_cupboard,False
Morrisons,3.1,7.4,kg,Szubryt Rissoles With Cabbage,20240412,food_cupboard,False
Morrisons,1.99,2.0,l,Tropical Vibes Fruit Punch,20240412,food_cupboard,False
Morrisons,2.75,1.4,l,Tymbark Multifruit Carrot Drink,20240412,food_cupboard,False
Morrisons,6.0,15.0,l,Cantu Shea Butter Hydrati…,20240412,food_cupboard,False
Morrisons,7.0,19.7,l,Cantu Shea Butter Moisturizin…,20240412,food_cupboard,False
Morrisons,6.99,1.4,kg,Elephant Atta Medium Vitamin D,20240412,food_cupboard,False
Morrisons,1.39,6.9,kg,Kohinoor Masala Moong,20240412,food_cupboard,False
Morrisons,13.99,3.5,l,KTC Edible Mustard Oil Tin,20240412,food_cupboard,False
Morrisons,4.5,6.4,kg,Ktc Hot & Spicy Chicken Mix,20240412,food_cupboard,False
Morrisons,3.25,5.4,kg,Maggi Seasoning,20240412,food_cupboard,False
Morrisons,3.89,7.0,kg,McCann's Irish Rich Barm Brack,20240412,food_cupboard,False
Morrisons,2.25,4.5,kg,Pamapol Flaczki,20240412,food_cupboard,False
Morrisons,2.35,17.4,kg,Patak's Squeezy Paste Tube Medium,20240412,food_cupboard,False
Morrisons,2.35,17.4,kg,Patak's Squeezy Paste Tube Mild,20240412,food_cupboard,False
Morrisons,2.49,26.2,kg,Tarczynski Cheddar Kabanos,20240412,food_cupboard,False
Morrisons,2.99,18.1,kg,Tropical Sun Coconut Peanuts,20240412,food_cupboard,False
Morrisons,9.0,31.0,l,Ayumi Organic Virgin Coconut Oil,20240412,food_cupboard,False
Morrisons,4.0,26.7,l,Ayumi Pure Olive Oil,20240412,food_cupboard,False
Morrisons,6.0,16.9,l,Cantu Shea Butter Comeback Curl N…,20240412,food_cupboard,False
Morrisons,3.5,5.8,kg,Cedrob Mushroom Cutlets,20240412,food_cupboard,False
Morrisons,2.49,10.0,kg,Indus Whole Mixed Masala,20240412,food_cupboard,False
Morrisons,1.69,13.0,kg,Jamaican Coco Bread,20240412,food_cupboard,False
Morrisons,1.59,17.7,kg,Liebers Rice Cakes With Sea Salt,20240412,food_cupboard,False
Morrisons,1.49,31.9,kg,Nerds Grape & Strawberry,20240412,food_cupboard,False
Morrisons,1.49,28.1,kg,Osem Chicken Flavour Noodle Soup,20240412,food_cupboard,False
Morrisons,2.49,12.5,kg,Riya's Adrak Chair,20240412,food_cupboard,False
Morrisons,2.79,8.0,kg,Shayona Bhusoo,20240412,food_cupboard,False
Morrisons,3.59,10.3,kg,Shayona Kenya Style Chevdo,20240412,food_cupboard,False
Morrisons,2.59,11.5,kg,Shayona Tikhi Sev,20240412,food_cupboard,False
Morrisons,3.29,10.6,kg,Tropical Sun Jamaican Jerk Seasoning Paste,20240412,food_cupboard,False
Morrisons,0.55,13.8,kg,Ulker Albeni Chocolate Bar,20240412,food_cupboard,False
Morrisons,0.79,7.9,kg,Ulker Biskrem Cocoa Biscuit,20240412,food_cupboard,False
Morrisons,4.5,45.0,l,Ayumi Organic Neem Oil,20240412,food_cupboard,False
Morrisons,2.75,5.5,kg,Dunareu Parowkowa Sausage,20240412,food_cupboard,False
Morrisons,2.4,6.0,kg,Elite Summer Salami,20240412,food_cupboard,False
Morrisons,1.25,17.0,kg,Greenfields Sumaq Spice,20240412,food_cupboard,False
Morrisons,1.49,24.8,kg,Osem Bamba Snack,20240412,food_cupboard,False
Morrisons,4.5,11.3,l,Palmer's Olive Oil Formula Shine Therapy Shampoo,20240412,food_cupboard,False
Morrisons,11.0,14.63,l,Palwin No 10 Menorah Wine,20240412,food_cupboard,False
Morrisons,1.39,3.7,kg,Regal Balti Mix,20240412,food_cupboard,False
Morrisons,1.7,0.42,unit,Shana Aloo Paratha,20240412,food_cupboard,False
Morrisons,1.7,9.0,kg,Yeo's Rendang Paste,20240412,food_cupboard,False
Morrisons,5.0,33.3,l,Ayumi Pure Castor Oil,20240412,food_cupboard,False
Morrisons,7.0,20.6,kg,Cantu Shea Butter Coconut Curling Cream,20240412,food_cupboard,False
Morrisons,7.0,29.5,l,Cantu Shea Butter Coil Calm Detangler Spray,20240412,food_cupboard,False
Morrisons,7.0,20.6,kg,Cantu Shea Butter Deep Treatment Masque,20240412,food_cupboard,False
Morrisons,2.5,6.7,kg,Delecta Karpatka,20240412,food_cupboard,False
Morrisons,1.25,7.6,l,KTC Amla Hair Oil,20240412,food_cupboard,False
Morrisons,0.95,25.3,kg,Mentos Fruit Sweets,20240412,food_cupboard,False
Morrisons,3.99,5.87,kg,Mother Africa Fufu Flour,20240412,food_cupboard,False
Morrisons,8.0,13.3,kg,Of Tov Chicken Schnitzel,20240412,food_cupboard,False
Morrisons,3.49,7.0,kg,O'Kane Porter Cake,20240412,food_cupboard,False
Morrisons,2.75,29.9,kg,S&B Curry Sauce Mix Hot,20240412,food_cupboard,False
Morrisons,2.0,20.0,kg,Ayumi Multani Mati Clay,20240412,food_cupboard,False
Morrisons,6.0,16.2,kg,Cantu Shea Butter Moisturiz…,20240412,food_cupboard,False
Morrisons,3.0,0.6,unit,Eid Party Balloons 5Pk,20240412,food_cupboard,False
Morrisons,2.25,9.8,kg,Express Cuisine Southern Fried Chicken Wrap,20240412,food_cupboard,False
Morrisons,7.0,70.0,l,Hesh Maha Narayan Oil,20240412,food_cupboard,False
Morrisons,2.25,32.1,kg,Jelly Belly Lemon Meringue Pie,20240412,food_cupboard,False
Morrisons,1.25,7.6,l,KTC Chambeli Hair Oil,20240412,food_cupboard,False
Morrisons,1.15,7.7,kg,Lazzat Gajar Halva Mix,20240412,food_cupboard,False
Morrisons,4.65,4.7,kg,Mother Africa Peanut Butter Natural,20240412,food_cupboard,False
Morrisons,5.5,43.3,l,Ors Olive Oil Nourishing Exotic S…,20240412,food_cupboard,False
Morrisons,5.0,12.5,l,Palmer's Coconut Oil Formula Mo…,20240412,food_cupboard,False
Morrisons,2.35,17.4,kg,Patak's Squeezy Paste Tube Hot,20240412,food_cupboard,False
Morrisons,1.7,0.0,kg,Proste Historie Kopytka,20240412,food_cupboard,False
Morrisons,1.5,3.0,l,Rubicon Sparkling Passion Fruit,20240412,food_cupboard,False
Morrisons,1.15,8.2,kg,Sweetzone Mighty Mallows,20240412,food_cupboard,False
Morrisons,4.5,22.5,l,Vatika Naturals Enriched Hair Oil With Hibiscus,20240412,food_cupboard,False
Morrisons,3.99,11.4,kg,Africa's Finest Jollof Cooking Sauce,20240412,food_cupboard,False
Morrisons,12.0,15.96,l,Barkan Classic Sauvignon Blanc,20240412,food_cupboard,False
Morrisons,6.0,93.8,kg,Cantu Shea Butter Extra Hold Edge Stay Gel,20240412,food_cupboard,False
Morrisons,6.0,13.2,kg,Cantu Shea Butter Leave-In Co…,20240412,food_cupboard,False
Morrisons,2.25,32.1,kg,Jelly Belly Peanut Butter & Jelly,20240412,food_cupboard,False
Morrisons,4.5,6.4,kg,KTC Peri Peri Chicken Fry Mix,20240412,food_cupboard,False
Morrisons,2.95,10.39,kg,Loma Linda Jamaican Jerk (284g),20240412,food_cupboard,False
Morrisons,2.95,10.4,kg,Loma Linda Tikka Masala,20240412,food_cupboard,False
Morrisons,3.49,9.8,kg,Malay Taste Nasi Goreng Kit,20240412,food_cupboard,False
Morrisons,3.49,13.3,kg,Malay Taste Rendang Kit,20240412,food_cupboard,False
Morrisons,1.19,4.8,kg,Morliny Chicken Burger Patties,20240412,food_cupboard,False
Morrisons,6.5,36.7,l,Ors Olive Oil Glossing Hair Polisher With Pequi Oil,20240412,food_cupboard,False
Morrisons,5.0,12.5,l,Palmer's Olive Oil Formula Shine Therapy Conditioner,20240412,food_cupboard,False
Morrisons,1.19,23.8,kg,Paskesz Cola Sour Sticks,20240412,food_cupboard,False
Morrisons,2.29,11.5,kg,Rakusen's Dark Chocolate Digestives,20240412,food_cupboard,False
Morrisons,1.99,23.4,kg,Rakusen's Mini Snackers Curry Crackers,20240412,food_cupboard,False
Morrisons,1.99,23.4,kg,Rakusen's Mini Snackers Garlic Crackers,20240412,food_cupboard,False
Morrisons,4.99,10.4,kg,Sokolow Nordic Style Bacon,20240412,food_cupboard,False
Morrisons,0.75,3.8,kg,Thai Dragon Thin Rice Noodles,20240412,food_cupboard,False
Morrisons,2.49,25.2,kg,Warheads Lil Worms,20240412,food_cupboard,False
Morrisons,0.85,2.6,l,Tropical Sun American Style Root Beer,20240412,food_cupboard,False
Morrisons,1.25,25.0,kg,Sweetzone Candy Floss,20240412,food_cupboard,False
Morrisons,3.49,14.0,kg,Barry's Tea Gold Blend Tea Bags,20240412,food_cupboard,False
Morrisons,1.39,9.3,kg,Rakusen's Tea Matzos Flame Baked Crackers,20240412,food_cupboard,False
Morrisons,3.99,7.4,kg,Juici Patties Beef Patties,20240412,food_cupboard,False
Morrisons,1.99,6.6,kg,Indus Tandoori Masala,20240412,food_cupboard,False
Morrisons,1.0,3.3,l,Tropical Vibes Sours Kawaii Kiwi,20240412,food_cupboard,False
Morrisons,2.49,4.15,kg,Taj Spring Roll Pastry,20240412,food_cupboard,False
Morrisons,0.89,1.78,kg,KTC Rice Flour,20240412,food_cupboard,False
Morrisons,1.15,3.6,l,Regal Siprus Basil Seed Lychee,20240412,food_cupboard,False
Morrisons,0.65,10.0,kg,Goong Chicken Curry Noodle Soup,20240412,food_cupboard,False
Morrisons,1.15,3.6,l,Regal Siprus Basil Seed Mango,20240412,food_cupboard,False
Morrisons,1.39,9.27,kg,Almette Natural,20240412,food_cupboard,False
Morrisons,3.3,11.0,kg,Aunty Noray's Meat Seekh Kebabs,20240412,food_cupboard,False
Morrisons,1.49,19.9,kg,Csabahus Pepperoni Snack Hot,20240412,food_cupboard,False
Morrisons,2.25,10.2,kg,Heavenly Chicken Tikka Wrap,20240412,food_cupboard,False
Morrisons,1.89,6.3,kg,Hilal Chicken Sausages,20240412,food_cupboard,False
Morrisons,2.9,5.8,kg,Hilal Sausages,20240412,food_cupboard,False
Morrisons,0.6,7.1,kg,Indus Mango Jelly,20240412,food_cupboard,False
Morrisons,0.7,23.3,kg,Kinder Pingui Chocolate,20240412,food_cupboard,False
Morrisons,1.29,16.1,kg,Krakus Sliced Zywiecka,20240412,food_cupboard,False
Morrisons,1.2,2.4,l,Krasnystaw Kefir,20240412,food_cupboard,False
Morrisons,2.19,4.38,kg,Lisner O Mamo! Salatka Warzywna Z Groszkiem,20240412,food_cupboard,False
Morrisons,1.19,4.76,kg,Lowicz Serek O Smaku Wanillowym,20240412,food_cupboard,False
Morrisons,1.35,5.4,kg,Lowicz Twarog,20240412,food_cupboard,False
Morrisons,1.75,1.75,l,Milko Kefir Naturalny Natural Kefir,20240412,food_cupboard,False
Morrisons,1.55,10.33,kg,Mlekpol Krolewski Sliced Cheese,20240412,food_cupboard,False
Morrisons,1.49,9.93,kg,Mlekpol Salami Cheese 12 Slices,20240412,food_cupboard,False
Morrisons,2.49,16.6,kg,Najma Roasted Turkey Slices,20240412,food_cupboard,False
Morrisons,2.59,20.7,kg,Najma Wafer Thin Turkey Slices,20240412,food_cupboard,False
Morrisons,0.99,4.9,kg,Piatnica Serek Wiejski Cottage Cheese,20240412,food_cupboard,False
Morrisons,1.25,3.9,l,Regal Siprus Basil Seed Pomegranate,20240412,food_cupboard,False
Morrisons,2.39,4.8,kg,Sokolow Doktorska Polish Cooked Mortadela,20240412,food_cupboard,False
Morrisons,1.89,13.5,kg,Sokolow Grandma'S Ham,20240412,food_cupboard,False
Morrisons,1.69,16.9,kg,Sokolow Salami,20240412,food_cupboard,False
Morrisons,4.89,12.2,kg,Sokolow Sopocka Loin,20240412,food_cupboard,False
Morrisons,2.99,15.0,kg,Sweet Taste Of The USA Pick 'N' Mix Cup,20240412,food_cupboard,False
Morrisons,3.0,15.0,kg,Tiger Tiger Fish Balls,20240412,food_cupboard,False
Morrisons,1.75,7.7,kg,Bounty Coconut & Milk Chocola…,20240412,food_cupboard,False
Morrisons,1.75,11.1,kg,"Mars Caramel, Nougat & Milk Choco…",20240412,food_cupboard,False
Morrisons,1.75,10.4,kg,Galaxy Smooth Milk Chocolate Snack…,20240412,food_cupboard,False
Morrisons,1.75,10.5,kg,"Snickers Caramel, Nougat, Peanuts & Milk…",20240412,food_cupboard,False
Morrisons,2.0,10.4,kg,Kinder Chocolate Small Snack Bars Multipack,20240412,food_cupboard,False
Morrisons,0.75,15.3,kg,Cadbury Starbar Chocolate Bar,20240412,food_cupboard,False
Morrisons,1.35,8.2,kg,Maynards Bassetts Jelly Babies,20240412,food_cupboard,False
Morrisons,1.35,8.2,kg,Maynards Bassetts Wine Gums,20240412,food_cupboard,False
Morrisons,1.0,5.9,kg,Fruittella Juicy Chews Sharing Sweets Bag,20240412,food_cupboard,False
Morrisons,1.75,3.6,kg,Galaxy Ripple,20240412,food_cupboard,False
